,ID,style,clothing_categories,mix_clothing_categories,하의_색상,상의_색상,상의_소매기장,아우터_색상,아우터_소매기장,원피스_색상,원피스_소매기장,하의_서브색상,원피스_서브색상,아우터_서브색상,상의_서브색상
234,1348516,기타,"하의, 상의",3,블랙,그레이,긴팔,,,,,,,,화이트
235,1348517,기타,"하의, 상의",3,블랙,그레이,긴팔,,,,,,,,화이트
236,1348522,기타,"하의, 상의",3,블랙,그레이,긴팔,,,,,,,,블랙
237,1348523,기타,"하의, 상의",3,네이비,그레이,긴팔,,,,,베이지,,,화이트
238,1348525,기타,"하의, 상의",3,블랙,와인,긴팔,,,,,,,,베이지
239,1348527,기타,"하의, 상의",3,블랙,퍼플,긴팔,,,,,,,,화이트
240,1348533,기타,"하의, 상의",3,블랙,퍼플,긴팔,,,,,,,,화이트
241,1348536,기타,"아우터, 하의, 상의",10,핑크,화이트,긴팔,핑크,민소매,,,화이트,,화이트,
242,1348537,기타,"아우터, 하의, 상의",10,핑크,화이트,긴팔,핑크,민소매,,,화이트,,화이트,
243,1348538,기타,"아우터, 하의, 상의",10,핑크,화이트,긴팔,핑크,민소매,,,화이트,,화이트,
244,1348541,기타,"아우터, 하의, 상의",10,핑크,화이트,긴팔,핑크,민소매,,,화이트,,화이트,
245,1348542,기타,"아우터, 하의, 상의",10,핑크,화이트,긴팔,핑크,민소매,,,화이트,,화이트,
246,1348543,기타,"아우터, 하의, 상의",10,핑크,화이트,긴팔,핑크,민소매,,,화이트,,화이트,
247,1348544,기타,"아우터, 하의, 상의",10,핑크,화이트,긴팔,핑크,민소매,,,화이트,,화이트,
248,1348545,기타,"아우터, 하의, 상의",10,핑크,화이트,긴팔,핑크,민소매,,,화이트,,화이트,
249,1348546,기타,"아우터, 하의, 상의",10,핑크,화이트,긴팔,핑크,민소매,,,화이트,,화이트,
250,1348547,기타,"아우터, 하의, 상의",10,핑크,화이트,긴팔,핑크,민소매,,,화이트,,화이트,
251,1348552,기타,"아우터, 상의",2,,화이트,없음,카키,긴팔,,,,,,
252,1348556,기타,"아우터, 상의",2,,화이트,없음,카키,긴팔,,,,,,
253,1348557,기타,"아우터, 하의, 상의",10,블랙,화이트,없음,카키,긴팔,,,,,,
254,1348561,기타,"아우터, 하의",4,블루,,,그레이,긴팔,,,,,,
255,1348571,기타,"아우터, 하의, 상의",10,블루,브라운,없음,화이트,긴팔,,,,,,
256,1348572,기타,"아우터, 상의",2,,브라운,없음,화이트,긴팔,,,,,,
257,1348573,기타,"아우터, 상의",2,,브라운,없음,화이트,긴팔,,,,,,
258,1348574,기타,"아우터, 하의, 상의",10,블루,브라운,없음,화이트,긴팔,,,,,,
259,1348575,기타,"아우터, 상의",2,,브라운,없음,화이트,긴팔,,,,,,
260,1348576,기타,"아우터, 하의",4,블루,,,화이트,긴팔,,,,,,
261,1348577,기타,"아우터, 상의",2,,브라운,없음,화이트,긴팔,,,,,,
262,1348581,기타,"아우터, 하의, 상의",10,블랙,화이트,없음,그레이,긴팔,,,,,,
263,1348582,기타,"아우터, 하의, 상의",10,블랙,화이트,없음,그레이,긴팔,,,,,,
264,1348583,기타,"아우터, 하의",4,블랙,,,그레이,긴팔,,,,,,
265,1348585,기타,"아우터, 하의",4,블랙,,,그레이,긴팔,,,,,,
266,1348587,기타,"아우터, 하의",4,블랙,,,그레이,긴팔,,,,,,
267,1348588,기타,"아우터, 하의, 상의",10,블랙,화이트,없음,그레이,긴팔,,,,,,
268,1348591,기타,"아우터, 상의",2,,오렌지,없음,화이트,긴팔,,,,,,
269,1348592,기타,"아우터, 상의",2,,오렌지,없음,화이트,긴팔,,,,,,
270,1348593,기타,"아우터, 하의",4,화이트,,,화이트,긴팔,,,,,,
271,1348594,기타,"아우터, 하의",4,화이트,,,화이트,긴팔,,,,,,
272,1348595,기타,"아우터, 하의",4,화이트,,,화이트,긴팔,,,,,,
273,1348601,기타,"아우터, 하의, 상의",10,핑크,화이트,없음,핑크,긴팔,,,,,,
274,1348602,기타,"아우터, 하의",4,핑크,,,핑크,긴팔,,,,,,
275,1348604,기타,"아우터, 하의",4,핑크,,,핑크,긴팔,,,,,,
276,1348605,기타,"아우터, 하의",4,핑크,,,핑크,긴팔,,,,,,
277,1348606,기타,"아우터, 상의",2,,화이트,없음,핑크,긴팔,,,,,,
278,1348612,기타,"아우터, 하의",4,실버,,,화이트,긴팔,,,,,,
279,1348615,기타,"아우터, 원피스",6,,,,화이트,긴팔,실버,없음,,,,
280,1348617,기타,"아우터, 하의, 상의",10,블랙,화이트,없음,핑크,긴팔,,,,,,
281,1348618,기타,"아우터, 하의, 상의",10,블랙,화이트,없음,핑크,긴팔,,,,,,
282,1348622,기타,"아우터, 하의",4,네이비,,,스카이블루,긴팔,,,,,화이트,
283,1348624,기타,"아우터, 상의",2,,화이트,없음,스카이블루,긴팔,,,,,화이트,
284,1348625,기타,"아우터, 하의",4,네이비,,,스카이블루,긴팔,,,,,화이트,
285,1348626,기타,"아우터, 상의",2,,화이트,없음,스카이블루,긴팔,,,,,화이트,
286,1348627,기타,"아우터, 하의",4,네이비,,,스카이블루,긴팔,,,,,화이트,
287,1348628,기타,"아우터, 하의, 상의",10,네이비,화이트,없음,스카이블루,긴팔,,,,,화이트,
288,1348637,기타,"아우터, 하의, 상의",10,네이비,화이트,없음,베이지,긴팔,,,,,,
289,1348638,기타,"아우터, 하의",4,네이비,,,베이지,긴팔,,,,,,
290,1348641,기타,"아우터, 하의, 상의",10,네이비,화이트,없음,베이지,긴팔,,,,,,
291,1348642,기타,"아우터, 하의, 상의",10,화이트,화이트,없음,화이트,긴팔,,,,,스카이블루,
292,1348644,기타,"아우터, 하의, 상의",10,화이트,화이트,없음,화이트,긴팔,,,,,스카이블루,
293,1348646,기타,"아우터, 상의",2,,화이트,없음,화이트,긴팔,,,,,스카이블루,
294,1348651,기타,"아우터, 하의",4,화이트,,,네이비,긴팔,,,,,베이지,
295,1348652,기타,"아우터, 하의",4,화이트,,,네이비,긴팔,,,,,,
296,1348653,기타,"아우터, 하의",4,화이트,,,네이비,긴팔,,,,,베이지,
297,1348655,기타,"아우터, 하의",4,화이트,,,네이비,긴팔,,,,,베이지,
298,1348656,기타,"아우터, 하의",4,화이트,,,네이비,긴팔,,,,,베이지,
299,1348657,기타,"아우터, 하의, 상의",10,화이트,베이지,없음,네이비,긴팔,,,,,베이지,
300,1348658,기타,"아우터, 하의",4,화이트,,,네이비,긴팔,,,,,베이지,
301,1348663,기타,"하의, 상의",3,블랙,베이지,긴팔,,,,,,,,
302,1348672,기타,"하의, 상의",3,블랙,카키,긴팔,,,,,,,,화이트
303,1348673,기타,"하의, 상의",3,블랙,카키,긴팔,,,,,,,,화이트
304,1348676,기타,"하의, 상의",3,블랙,카키,긴팔,,,,,,,,화이트
305,1348682,기타,"하의, 상의",3,블랙,블랙,긴팔,,,,,,,,화이트
306,1348683,기타,"하의, 상의",3,블랙,블랙,긴팔,,,,,,,,화이트
307,1348685,기타,"하의, 상의",3,블랙,화이트,긴팔,,,,,,,,
308,1348686,기타,"하의, 상의",3,블랙,화이트,긴팔,,,,,,,,
309,1348692,기타,"하의, 상의",3,블랙,베이지,긴팔,,,,,,,,
310,1348693,기타,"하의, 상의",3,네이비,베이지,긴팔,,,,,,,,
311,1348697,기타,"하의, 상의",3,네이비,베이지,긴팔,,,,,,,,
312,1348704,기타,"하의, 상의",3,네이비,베이지,긴팔,,,,,,,,
313,1348708,기타,"하의, 상의",3,네이비,화이트,긴팔,,,,,,,,
314,1348715,기타,"하의, 상의",3,네이비,화이트,긴팔,,,,,,,,
315,1348717,기타,"하의, 상의",3,네이비,화이트,긴팔,,,,,,,,
316,1348722,기타,"하의, 상의",3,베이지,스카이블루,긴팔,,,,,,,,
317,1348724,기타,"하의, 상의",3,화이트,스카이블루,긴팔,,,,,,,,
318,1348726,기타,"하의, 상의",3,화이트,스카이블루,긴팔,,,,,,,,
319,1348728,기타,"하의, 상의",3,베이지,스카이블루,긴팔,,,,,,,,
320,1348761,기타,"하의, 상의",3,블랙,스카이블루,긴팔,,,,,,,,
321,1348762,기타,"하의, 상의",3,블랙,스카이블루,긴팔,,,,,,,,
322,1348763,기타,"하의, 상의",3,블랙,스카이블루,긴팔,,,,,,,,
323,1348764,기타,"하의, 상의",3,블랙,스카이블루,긴팔,,,,,,,,
324,1348765,기타,"하의, 상의",3,블랙,스카이블루,긴팔,,,,,,,,
325,1348767,기타,"하의, 상의",3,블랙,스카이블루,긴팔,,,,,,,,
326,1348772,기타,"하의, 상의",3,베이지,핑크,긴팔,,,,,,,,
327,1348773,기타,"하의, 상의",3,베이지,핑크,긴팔,,,,,,,,
328,1348774,기타,"하의, 상의",3,베이지,핑크,긴팔,,,,,,,,
329,1348777,기타,"하의, 상의",3,베이지,핑크,긴팔,,,,,,,,
330,1348778,기타,"하의, 상의",3,베이지,핑크,긴팔,,,,,,,,
331,1348781,기타,"하의, 상의",3,화이트,화이트,긴팔,,,,,블랙,,,블랙
332,1348782,기타,"하의, 상의",3,화이트,화이트,긴팔,,,,,블랙,,,블랙
333,1348783,기타,"하의, 상의",3,화이트,화이트,긴팔,,,,,블랙,,,블랙
334,1348784,기타,"하의, 상의",3,화이트,화이트,긴팔,,,,,블랙,,,블랙
335,1348785,기타,"하의, 상의",3,화이트,화이트,긴팔,,,,,블랙,,,블랙
336,1348786,기타,"하의, 상의",3,화이트,화이트,긴팔,,,,,블랙,,,블랙
337,1348787,기타,"하의, 상의",3,화이트,화이트,긴팔,,,,,블랙,,,블랙
338,1348788,기타,"하의, 상의",3,화이트,화이트,긴팔,,,,,블랙,,,블랙
339,1348792,기타,"하의, 상의",3,블랙,화이트,7부소매,,,,,,,,브라운
340,1348795,기타,"하의, 상의",3,블랙,화이트,긴팔,,,,,,,,
341,1348796,기타,"하의, 상의",3,블랙,화이트,긴팔,,,,,,,,브라운
342,1348797,기타,"하의, 상의",3,블랙,화이트,긴팔,,,,,,,,브라운
343,1348801,기타,"하의, 상의",3,블랙,화이트,긴팔,,,,,,,,브라운
344,1348802,기타,"하의, 상의",3,네이비,블루,긴팔,,,,,,,,
345,1348803,기타,"하의, 상의",3,네이비,블루,긴팔,,,,,,,,
346,1348804,기타,"하의, 상의",3,네이비,블루,긴팔,,,,,,,,
347,1348805,기타,"하의, 상의",3,네이비,블루,긴팔,,,,,,,,
348,1348806,기타,"하의, 상의",3,네이비,블루,긴팔,,,,,,,,
349,1348807,기타,"하의, 상의",3,네이비,화이트,7부소매,,,,,,,,블루
350,1348808,기타,"하의, 상의",3,네이비,화이트,7부소매,,,,,,,,블루
351,1348813,기타,"하의, 상의",3,네이비,화이트,7부소매,,,,,,,,블루
352,1348821,기타,"하의, 상의",3,블랙,화이트,긴팔,,,,,화이트,,,블랙
353,1348822,기타,"하의, 상의",3,블랙,화이트,긴팔,,,,,화이트,,,블랙
354,1348823,기타,"하의, 상의",3,블랙,화이트,긴팔,,,,,화이트,,,블랙
355,1348837,기타,"하의, 상의",3,스카이블루,화이트,긴팔,,,,,,,,
356,1348838,기타,"하의, 상의",3,스카이블루,화이트,긴팔,,,,,,,,
357,1348841,기타,"하의, 상의",3,스카이블루,화이트,긴팔,,,,,,,,
358,1348843,기타,"하의, 상의",3,스카이블루,화이트,긴팔,,,,,,,,
359,1348844,기타,"하의, 상의",3,스카이블루,화이트,긴팔,,,,,,,,
360,1348845,기타,"하의, 상의",3,스카이블루,화이트,긴팔,,,,,,,,
361,1348846,기타,"하의, 상의",3,스카이블루,화이트,긴팔,,,,,,,,
362,1348851,기타,"하의, 상의",3,블랙,핑크,긴팔,,,,,,,,베이지
363,1348855,기타,"하의, 상의",3,블랙,핑크,긴팔,,,,,,,,베이지
364,1348857,기타,"하의, 상의",3,블랙,핑크,긴팔,,,,,,,,베이지
365,1348864,기타,"하의, 상의",3,블랙,핑크,긴팔,,,,,,,,
366,1348865,기타,"하의, 상의",3,블랙,핑크,긴팔,,,,,,,,
367,1348866,기타,"하의, 상의",3,블랙,핑크,긴팔,,,,,,,,
368,1348871,기타,"하의, 상의",3,블랙,핑크,긴팔,,,,,,,,
369,1348872,기타,"하의, 상의",3,블랙,핑크,긴팔,,,,,,,,
370,1348873,기타,"하의, 상의",3,블랙,핑크,긴팔,,,,,,,,
371,1348877,기타,"하의, 상의",3,블루,블랙,긴팔,,,,,,,,
372,1348881,기타,"하의, 상의",3,블루,블랙,긴팔,,,,,,,,
373,1348887,기타,"하의, 상의",3,베이지,민트,긴팔,,,,,,,,
374,1348893,기타,"하의, 상의",3,베이지,민트,긴팔,,,,,,,,
375,1348895,기타,"하의, 상의",3,베이지,민트,긴팔,,,,,,,,
376,1348897,기타,"하의, 상의",3,블랙,베이지,긴팔,,,,,,,,
377,1348903,기타,"하의, 상의",3,블랙,베이지,긴팔,,,,,,,,
378,1348905,기타,"하의, 상의",3,브라운,베이지,긴팔,,,,,,,,
379,1348906,기타,"하의, 상의",3,브라운,베이지,긴팔,,,,,,,,
380,1348907,기타,"하의, 상의",3,브라운,베이지,긴팔,,,,,,,,
381,1348908,기타,"아우터, 하의, 상의",10,브라운,베이지,긴팔,그레이,긴팔,,,,,,
382,1348913,기타,"하의, 상의",3,네이비,그레이,긴팔,,,,,,,,
383,1348915,기타,"하의, 상의",3,네이비,그레이,긴팔,,,,,,,,
384,1348918,기타,"하의, 상의",3,브라운,화이트,긴팔,,,,,,,,
385,1348922,기타,"하의, 상의",3,브라운,화이트,긴팔,,,,,,,,
386,442749,기타,"하의, 상의",3,블랙,화이트,반팔,,,,,,,,
387,482749,기타,"하의, 상의",3,화이트,옐로우,반팔,,,,,,,,그린
388,501569,기타,"하의, 상의",3,화이트,민트,긴팔,,,,,,,,
389,501576,기타,"하의, 상의",3,화이트,민트,민소매,,,,,,,,
390,501577,기타,"하의, 상의",3,화이트,민트,민소매,,,,,,,,
391,583920,기타,"아우터, 하의, 상의",10,블랙,화이트,긴팔,네이비,긴팔,,,,,화이트,
392,583971,기타,"하의, 상의",3,블랙,그레이,긴팔,,,,,,,,
393,616209,기타,"아우터, 상의",2,,화이트,긴팔,브라운,긴팔,,,,,,
394,616210,기타,"아우터, 상의",2,,화이트,긴팔,브라운,긴팔,,,,,,
395,616221,기타,"아우터, 상의",2,,카키,긴팔,카키,긴팔,,,,,,
396,616222,기타,"아우터, 하의, 상의",10,화이트,카키,긴팔,카키,긴팔,,,,,,
397,616223,기타,"아우터, 하의, 상의",10,화이트,카키,긴팔,카키,긴팔,,,,,,
398,616226,기타,"아우터, 상의",2,,카키,긴팔,카키,긴팔,,,,,,
399,616227,기타,"아우터, 상의",2,,카키,긴팔,카키,긴팔,,,,,,
400,616228,기타,"아우터, 상의",2,,카키,긴팔,카키,긴팔,,,,,,
401,616229,기타,"아우터, 상의",2,,카키,긴팔,카키,긴팔,,,,,,
402,616238,기타,"아우터, 상의",2,,화이트,없음,화이트,7부소매,,,,,네이비,
403,616239,기타,"아우터, 상의",2,,화이트,없음,베이지,7부소매,,,,,브라운,
404,616240,기타,"아우터, 상의",2,,화이트,없음,화이트,7부소매,,,,,네이비,
405,616241,기타,"아우터, 상의",2,,화이트,없음,베이지,7부소매,,,,,브라운,
406,616242,기타,"아우터, 상의",2,,화이트,없음,베이지,7부소매,,,,,브라운,
407,616243,기타,"아우터, 상의",2,,화이트,없음,화이트,7부소매,,,,,네이비,
408,616246,기타,"아우터, 하의, 상의",10,블랙,베이지,7부소매,베이지,7부소매,,,,,브라운,
409,616247,기타,"아우터, 하의, 상의",10,카키,화이트,없음,화이트,7부소매,,,,,블랙,
410,616248,기타,"아우터, 상의",2,,화이트,없음,화이트,7부소매,,,,,네이비,
411,616249,기타,"아우터, 상의",2,,화이트,없음,화이트,7부소매,,,,,네이비,
412,616250,기타,"아우터, 상의",2,,화이트,없음,베이지,7부소매,,,,,브라운,
413,616251,기타,"아우터, 하의, 상의",10,블랙,화이트,없음,베이지,7부소매,,,,,브라운,
414,616252,기타,"아우터, 상의",2,,화이트,없음,베이지,7부소매,,,,,브라운,브라운
415,616253,기타,"아우터, 하의, 상의",10,카키,화이트,없음,화이트,7부소매,,,,,네이비,
416,616256,기타,"아우터, 상의",2,,화이트,없음,화이트,7부소매,,,,,네이비,
417,616257,기타,"아우터, 상의",2,,화이트,없음,화이트,7부소매,,,,,네이비,
418,616282,기타,"아우터, 상의",2,,화이트,7부소매,그레이,민소매,,,,,화이트,
419,616283,기타,"아우터, 상의",2,,화이트,7부소매,그레이,민소매,,,,,화이트,
420,616284,기타,"아우터, 하의, 상의",10,블랙,그레이,민소매,그레이,민소매,,,,,화이트,화이트
421,616285,기타,"아우터, 상의",2,,화이트,7부소매,그레이,민소매,,,,,화이트,
422,616288,기타,"아우터, 하의, 상의",10,블랙,그레이,민소매,그레이,민소매,,,,,화이트,화이트
423,616289,기타,"아우터, 상의",2,,화이트,긴팔,그레이,민소매,,,,,화이트,
424,616290,기타,"아우터, 상의",2,,그레이,민소매,그레이,민소매,,,,,화이트,화이트
425,616334,기타,"아우터, 상의",2,,화이트,없음,베이지,긴팔,,,,,,
426,616335,기타,"아우터, 상의",2,,화이트,없음,베이지,7부소매,,,,,,
427,616338,기타,"아우터, 하의, 상의",10,블루,화이트,없음,베이지,긴팔,,,,,,
428,616339,기타,"아우터, 상의",2,,화이트,없음,베이지,7부소매,,,,,,
429,616340,기타,"아우터, 상의",2,,화이트,없음,베이지,긴팔,,,,,,
430,616341,기타,"아우터, 상의",2,,화이트,없음,베이지,긴팔,,,,,,
431,616352,기타,"아우터, 상의",2,,화이트,없음,레드,긴팔,,,,,화이트,
432,616353,기타,"아우터, 상의",2,,화이트,없음,레드,긴팔,,,,,화이트,
433,616354,기타,"아우터, 상의",2,,화이트,없음,레드,긴팔,,,,,화이트,
434,616355,기타,"아우터, 상의",2,,화이트,없음,레드,긴팔,,,,,화이트,
435,616358,기타,"아우터, 상의",2,,화이트,없음,레드,긴팔,,,,,화이트,
436,616359,기타,"아우터, 상의",2,,화이트,없음,레드,긴팔,,,,,화이트,
437,616360,기타,"아우터, 상의",2,,화이트,없음,레드,긴팔,,,,,화이트,
438,618693,기타,"하의, 상의",3,스카이블루,블랙,긴팔,,,,,,,,화이트
439,684098,기타,"하의, 원피스",1,베이지,,,,,베이지,민소매,,,,
440,684099,기타,"하의, 원피스",1,베이지,,,,,베이지,민소매,,,,
441,684100,기타,"하의, 원피스",1,베이지,,,,,베이지,민소매,,,,
442,684101,기타,"하의, 원피스",1,베이지,,,,,베이지,민소매,,,,
443,684102,기타,"하의, 원피스",1,베이지,,,,,베이지,민소매,,,,
444,684103,기타,"하의, 원피스",1,베이지,,,,,베이지,민소매,,,,
445,684104,기타,"하의, 원피스",1,베이지,,,,,베이지,민소매,,,,
446,684105,기타,"하의, 원피스, 상의",9,베이지,화이트,반팔,,,베이지,민소매,,,,
447,684108,기타,"하의, 원피스, 상의",9,베이지,화이트,반팔,,,베이지,민소매,,,,
448,684109,기타,"하의, 원피스, 상의",9,베이지,화이트,반팔,,,베이지,민소매,,,,
449,684110,기타,"하의, 원피스, 상의",9,베이지,화이트,반팔,,,베이지,민소매,,,,
450,684111,기타,"하의, 원피스, 상의",9,베이지,화이트,반팔,,,베이지,민소매,,,,
451,684112,기타,"하의, 원피스, 상의",9,베이지,화이트,반팔,,,베이지,민소매,,,,
452,684113,기타,"하의, 원피스, 상의",9,베이지,화이트,반팔,,,베이지,민소매,,,,
453,684114,기타,"하의, 원피스, 상의",9,베이지,화이트,반팔,,,베이지,민소매,,,,
454,684115,기타,"하의, 원피스, 상의",9,베이지,화이트,반팔,,,베이지,민소매,,,,
455,684118,기타,"하의, 원피스, 상의",9,베이지,화이트,반팔,,,베이지,민소매,,,,
456,684119,기타,"하의, 원피스, 상의",9,베이지,화이트,반팔,,,베이지,민소매,,,,
457,684120,기타,"하의, 원피스, 상의",9,베이지,화이트,반팔,,,베이지,민소매,,,,
458,684121,기타,"하의, 원피스, 상의",9,베이지,화이트,반팔,,,베이지,민소매,,,,
459,684122,기타,"하의, 원피스, 상의",9,베이지,화이트,반팔,,,베이지,민소매,,,,
460,684123,기타,"하의, 원피스, 상의",9,베이지,화이트,반팔,,,베이지,민소매,,,,
461,684124,기타,"하의, 원피스, 상의",9,베이지,화이트,반팔,,,베이지,민소매,,,,
462,684125,기타,"하의, 원피스, 상의",9,베이지,화이트,반팔,,,베이지,민소매,,,,
463,684128,기타,"하의, 원피스, 상의",9,베이지,화이트,반팔,,,베이지,민소매,,,,
464,684130,기타,"하의, 원피스, 상의",9,베이지,화이트,반팔,,,베이지,민소매,,,,
465,684131,기타,"하의, 원피스, 상의",9,베이지,화이트,반팔,,,베이지,민소매,,,,
466,684132,기타,"하의, 원피스, 상의",9,베이지,화이트,반팔,,,베이지,민소매,,,,
467,856332,기타,"하의, 상의",3,화이트,그린,7부소매,,,,,,,,
